ID,Count,Year,Month,Day,DateFull
772,224,2018,4,4,4/4/2018
773,195,2018,4,5,4/5/2018
774,189,2018,4,6,4/6/2018
775,59,2018,4,7,4/7/2018
776,43,2018,4,8,4/8/2018
777,205,2018,4,9,4/9/2018
778,183,2018,4,10,4/10/2018
779,212,2018,4,11,4/11/2018
780,190,2018,4,12,4/12/2018
781,197,2018,4,13,4/13/2018
782,57,2018,4,14,4/14/2018
783,44,2018,4,15,4/15/2018
784,211,2018,4,16,4/16/2018
785,195,2018,4,17,4/17/2018
786,232,2018,4,18,4/18/2018
787,244,2018,4,19,4/19/2018
788,209,2018,4,20,4/20/2018
789,46,2018,4,21,4/21/2018
790,49,2018,4,22,4/22/2018
791,230,2018,4,23,4/23/2018
792,203,2018,4,24,4/24/2018
793,210,2018,4,25,4/25/2018
794,210,2018,4,26,4/26/2018
795,186,2018,4,27,4/27/2018
796,65,2018,4,28,4/28/2018
797,63,2018,4,29,4/29/2018
798,173,2018,4,30,4/30/2018
799,204,2018,5,1,5/1/2018
800,234,2018,5,2,5/2/2018
801,199,2018,5,3,5/3/2018
802,201,2018,5,4,5/4/2018
803,50,2018,5,5,5/5/2018
804,43,2018,5,6,5/6/2018
805,178,2018,5,7,5/7/2018
806,189,2018,5,8,5/8/2018
807,181,2018,5,9,5/9/2018
808,231,2018,5,10,5/10/2018
809,202,2018,5,11,5/11/2018
810,74,2018,5,12,5/12/2018
811,53,2018,5,13,5/13/2018
812,203,2018,5,14,5/14/2018
813,206,2018,5,15,5/15/2018
814,218,2018,5,16,5/16/2018
815,202,2018,5,17,5/17/2018
816,172,2018,5,18,5/18/2018
817,57,2018,5,19,5/19/2018
818,60,2018,5,20,5/20/2018
819,192,2018,5,21,5/21/2018
820,192,2018,5,22,5/22/2018
821,206,2018,5,23,5/23/2018
822,196,2018,5,24,5/24/2018
823,229,2018,5,25,5/25/2018
824,58,2018,5,26,5/26/2018
825,33,2018,5,27,5/27/2018
826,118,2018,5,28,5/28/2018
827,187,2018,5,29,5/29/2018
828,205,2018,5,30,5/30/2018
829,166,2018,5,31,5/31/2018
830,162,2018,6,1,6/1/2018
831,60,2018,6,2,6/2/2018
832,53,2018,6,3,6/3/2018
833,184,2018,6,4,6/4/2018
834,179,2018,6,5,6/5/2018
835,218,2018,6,6,6/6/2018
836,175,2018,6,7,6/7/2018
837,178,2018,6,8,6/8/2018
838,57,2018,6,9,6/9/2018
839,56,2018,6,10,6/10/2018
840,193,2018,6,11,6/11/2018
841,183,2018,6,12,6/12/2018
842,188,2018,6,13,6/13/2018
843,200,2018,6,14,6/14/2018
844,170,2018,6,15,6/15/2018
845,72,2018,6,16,6/16/2018
846,66,2018,6,17,6/17/2018
847,174,2018,6,18,6/18/2018
848,180,2018,6,19,6/19/2018
849,208,2018,6,20,6/20/2018
850,181,2018,6,21,6/21/2018
851,187,2018,6,22,6/22/2018
852,52,2018,6,23,6/23/2018
853,39,2018,6,24,6/24/2018
854,191,2018,6,25,6/25/2018
855,176,2018,6,26,6/26/2018
856,191,2018,6,27,6/27/2018
857,183,2018,6,28,6/28/2018
858,186,2018,6,29,6/29/2018
859,74,2018,6,30,6/30/2018
860,48,2018,7,1,7/1/2018
861,167,2018,7,2,7/2/2018
862,190,2018,7,3,7/3/2018
863,104,2018,7,4,7/4/2018
864,146,2018,7,5,7/5/2018
865,160,2018,7,6,7/6/2018
866,59,2018,7,7,7/7/2018
867,49,2018,7,8,7/8/2018
868,190,2018,7,9,7/9/2018
869,182,2018,7,10,7/10/2018
870,163,2018,7,11,7/11/2018
871,184,2018,7,12,7/12/2018
872,176,2018,7,13,7/13/2018
873,50,2018,7,14,7/14/2018
874,13,2018,7,15,7/15/2018
875,159,2018,7,16,7/16/2018
876,191,2018,7,17,7/17/2018
877,171,2018,7,18,7/18/2018
878,152,2018,7,19,7/19/2018
879,160,2018,7,20,7/20/2018
880,71,2018,7,21,7/21/2018
881,59,2018,7,22,7/22/2018
882,193,2018,7,23,7/23/2018
883,191,2018,7,24,7/24/2018
884,188,2018,7,25,7/25/2018
885,170,2018,7,26,7/26/2018
886,163,2018,7,27,7/27/2018
887,59,2018,7,28,7/28/2018
888,49,2018,7,29,7/29/2018
889,174,2018,7,30,7/30/2018
890,192,2018,7,31,7/31/2018
891,180,2018,8,1,8/1/2018
892,175,2018,8,2,8/2/2018
893,197,2018,8,3,8/3/2018
894,55,2018,8,4,8/4/2018
895,39,2018,8,5,8/5/2018
896,162,2018,8,6,8/6/2018
897,192,2018,8,7,8/7/2018
898,190,2018,8,8,8/8/2018
899,196,2018,8,9,8/9/2018
900,192,2018,8,10,8/10/2018
901,61,2018,8,11,8/11/2018
902,70,2018,8,12,8/12/2018
903,149,2018,8,13,8/13/2018
904,194,2018,8,14,8/14/2018
905,184,2018,8,15,8/15/2018
906,179,2018,8,16,8/16/2018
907,212,2018,8,17,8/17/2018
908,71,2018,8,18,8/18/2018
909,64,2018,8,19,8/19/2018
910,174,2018,8,20,8/20/2018
911,182,2018,8,21,8/21/2018
912,184,2018,8,22,8/22/2018
913,196,2018,8,23,8/23/2018
914,191,2018,8,24,8/24/2018
915,73,2018,8,25,8/25/2018
916,62,2018,8,26,8/26/2018
917,184,2018,8,27,8/27/2018
918,207,2018,8,28,8/28/2018
919,224,2018,8,29,8/29/2018
920,219,2018,8,30,8/30/2018
921,217,2018,8,31,8/31/2018
922,64,2018,9,1,9/1/2018
923,57,2018,9,2,9/2/2018
924,111,2018,9,3,9/3/2018
925,223,2018,9,4,9/4/2018
926,231,2018,9,5,9/5/2018
927,223,2018,9,6,9/6/2018
928,214,2018,9,7,9/7/2018
929,80,2018,9,8,9/8/2018
930,64,2018,9,9,9/9/2018
931,183,2018,9,10,9/10/2018
932,230,2018,9,11,9/11/2018
933,218,2018,9,12,9/12/2018
934,206,2018,9,13,9/13/2018
935,227,2018,9,14,9/14/2018
936,62,2018,9,15,9/15/2018
937,68,2018,9,16,9/16/2018
938,189,2018,9,17,9/17/2018
939,202,2018,9,18,9/18/2018
940,196,2018,9,19,9/19/2018
941,215,2018,9,20,9/20/2018
942,211,2018,9,21,9/21/2018
943,51,2018,9,22,9/22/2018
944,54,2018,9,23,9/23/2018
945,219,2018,9,24,9/24/2018
946,223,2018,9,25,9/25/2018
947,221,2018,9,26,9/26/2018
948,194,2018,9,27,9/27/2018
949,239,2018,9,28,9/28/2018
950,54,2018,9,29,9/29/2018
951,55,2018,9,30,9/30/2018
952,233,2018,10,1,10/1/2018
953,223,2018,10,2,10/2/2018
954,217,2018,10,3,10/3/2018
955,237,2018,10,4,10/4/2018
956,202,2018,10,5,10/5/2018
957,60,2018,10,6,10/6/2018
958,43,2018,10,7,10/7/2018
959,180,2018,10,8,10/8/2018
960,217,2018,10,9,10/9/2018
961,253,2018,10,10,10/10/2018
962,87,2018,10,11,10/11/2018
963,229,2018,10,12,10/12/2018
964,56,2018,10,13,10/13/2018
965,48,2018,10,14,10/14/2018
966,216,2018,10,15,10/15/2018
967,226,2018,10,16,10/16/2018
968,219,2018,10,17,10/17/2018
969,233,2018,10,18,10/18/2018
970,239,2018,10,19,10/19/2018
971,60,2018,10,20,10/20/2018
972,57,2018,10,21,10/21/2018
973,214,2018,10,22,10/22/2018
974,245,2018,10,23,10/23/2018
975,210,2018,10,24,10/24/2018
976,250,2018,10,25,10/25/2018
977,206,2018,10,26,10/26/2018
978,70,2018,10,27,10/27/2018
979,64,2018,10,28,10/28/2018
980,224,2018,10,29,10/29/2018
981,241,2018,10,30,10/30/2018
982,213,2018,10,31,10/31/2018
983,63,2018,11,1,11/1/2018
984,234,2018,11,2,11/2/2018
985,88,2018,11,3,11/3/2018
986,59,2018,11,4,11/4/2018
987,266,2018,11,5,11/5/2018
988,244,2018,11,6,11/6/2018
989,245,2018,11,7,11/7/2018
990,227,2018,11,8,11/8/2018
991,263,2018,11,9,11/9/2018
992,68,2018,11,10,11/10/2018
993,71,2018,11,11,11/11/2018
994,234,2018,11,12,11/12/2018
995,202,2018,11,13,11/13/2018
996,253,2018,11,14,11/14/2018
997,255,2018,11,15,11/15/2018
998,240,2018,11,16,11/16/2018
999,63,2018,11,17,11/17/2018
1000,61,2018,11,18,11/18/2018
1001,240,2018,11,19,11/19/2018
1002,251,2018,11,20,11/20/2018
1003,246,2018,11,21,11/21/2018
1004,135,2018,11,22,11/22/2018
1005,168,2018,11,23,11/23/2018
1006,70,2018,11,24,11/24/2018
1007,66,2018,11,25,11/25/2018
1008,230,2018,11,26,11/26/2018
1009,216,2018,11,27,11/27/2018
1010,209,2018,11,28,11/28/2018
1011,83,2018,11,29,11/29/2018
1012,220,2018,11,30,11/30/2018
1013,91,2018,12,1,12/1/2018
1014,60,2018,12,2,12/2/2018
1015,232,2018,12,3,12/3/2018
1016,200,2018,12,4,12/4/2018
1017,226,2018,12,5,12/5/2018
1018,220,2018,12,6,12/6/2018
1019,211,2018,12,7,12/7/2018
1020,58,2018,12,8,12/8/2018
1021,57,2018,12,9,12/9/2018
1022,209,2018,12,10,12/10/2018
1023,251,2018,12,11,12/11/2018
1024,233,2018,12,12,12/12/2018
1025,196,2018,12,13,12/13/2018
1026,211,2018,12,14,12/14/2018
1027,81,2018,12,15,12/15/2018
1028,46,2018,12,16,12/16/2018
1029,192,2018,12,17,12/17/2018
1030,219,2018,12,18,12/18/2018
1031,198,2018,12,19,12/19/2018
1032,139,2018,12,20,12/20/2018
1033,229,2018,12,21,12/21/2018
1034,44,2018,12,22,12/22/2018
1035,54,2018,12,23,12/23/2018
1036,118,2018,12,24,12/24/2018
1037,42,2018,12,25,12/25/2018
1038,93,2018,12,26,12/26/2018
1039,178,2018,12,27,12/27/2018
1040,169,2018,12,28,12/28/2018
1041,58,2018,12,29,12/29/2018
1042,55,2018,12,30,12/30/2018
1043,149,2018,12,31,12/31/2018
1044,80,2019,1,1,1/1/2019
1045,158,2019,1,2,1/2/2019
1046,177,2019,1,3,1/3/2019
1047,205,2019,1,4,1/4/2019
1048,77,2019,1,5,1/5/2019
1049,85,2019,1,6,1/6/2019
1050,214,2019,1,7,1/7/2019
1051,183,2019,1,8,1/8/2019
1052,194,2019,1,9,1/9/2019
1053,197,2019,1,10,1/10/2019
1054,180,2019,1,11,1/11/2019
1055,81,2019,1,12,1/12/2019
1056,58,2019,1,13,1/13/2019
1057,208,2019,1,14,1/14/2019
1058,232,2019,1,15,1/15/2019
1059,245,2019,1,16,1/16/2019
1060,204,2019,1,17,1/17/2019
1061,201,2019,1,18,1/18/2019
1062,95,2019,1,19,1/19/2019
1063,69,2019,1,20,1/20/2019
1064,164,2019,1,21,1/21/2019
1065,210,2019,1,22,1/22/2019
1066,228,2019,1,23,1/23/2019
1067,253,2019,1,24,1/24/2019
1068,229,2019,1,25,1/25/2019
1069,72,2019,1,26,1/26/2019
1070,53,2019,1,27,1/27/2019
1071,192,2019,1,28,1/28/2019
1072,237,2019,1,29,1/29/2019
1073,198,2019,1,30,1/30/2019
1074,210,2019,1,31,1/31/2019
1075,248,2019,2,1,2/1/2019
1076,70,2019,2,2,2/2/2019
1077,49,2019,2,3,2/3/2019
1078,228,2019,2,4,2/4/2019
1079,214,2019,2,5,2/5/2019
1080,239,2019,2,6,2/6/2019
1081,250,2019,2,7,2/7/2019
1082,174,2019,2,8,2/8/2019
1083,87,2019,2,9,2/9/2019
1084,67,2019,2,10,2/10/2019
1085,226,2019,2,11,2/11/2019
1086,279,2019,2,12,2/12/2019
1087,219,2019,2,13,2/13/2019
1088,237,2019,2,14,2/14/2019
1089,204,2019,2,15,2/15/2019
1090,75,2019,2,16,2/16/2019
1091,86,2019,2,17,2/17/2019
1092,179,2019,2,18,2/18/2019
1093,214,2019,2,19,2/19/2019
1094,210,2019,2,20,2/20/2019
1095,210,2019,2,21,2/21/2019
1096,204,2019,2,22,2/22/2019
1097,70,2019,2,23,2/23/2019
1098,60,2019,2,24,2/24/2019
1099,196,2019,2,25,2/25/2019
1100,199,2019,2,26,2/26/2019
1101,206,2019,2,27,2/27/2019
1102,192,2019,2,28,2/28/2019
1103,196,2019,3,1,3/1/2019
1104,56,2019,3,2,3/2/2019
1105,55,2019,3,3,3/3/2019
1106,176,2019,3,4,3/4/2019
1107,215,2019,3,5,3/5/2019
1108,195,2019,3,6,3/6/2019
1109,194,2019,3,7,3/7/2019
1110,193,2019,3,8,3/8/2019
1111,74,2019,3,9,3/9/2019
1112,62,2019,3,10,3/10/2019
1113,155,2019,3,11,3/11/2019
1114,200,2019,3,12,3/12/2019
1115,185,2019,3,13,3/13/2019
1116,140,2019,3,14,3/14/2019
1117,189,2019,3,15,3/15/2019
1118,56,2019,3,16,3/16/2019
1119,47,2019,3,17,3/17/2019
1120,162,2019,3,18,3/18/2019
1121,193,2019,3,19,3/19/2019
1122,184,2019,3,20,3/20/2019
1123,177,2019,3,21,3/21/2019
1124,187,2019,3,22,3/22/2019
1125,68,2019,3,23,3/23/2019
1126,49,2019,3,24,3/24/2019
1127,170,2019,3,25,3/25/2019
1128,161,2019,3,26,3/26/2019
1129,183,2019,3,27,3/27/2019
1130,169,2019,3,28,3/28/2019
1131,163,2019,3,29,3/29/2019
1132,78,2019,3,30,3/30/2019
1133,43,2019,3,31,3/31/2019
1134,178,2019,4,1,4/1/2019
1135,216,2019,4,2,4/2/2019
1136,183,2019,4,3,4/3/2019
1137,183,2019,4,4,4/4/2019
1138,235,2019,4,5,4/5/2019
1139,65,2019,4,6,4/6/2019
1140,54,2019,4,7,4/7/2019
1141,190,2019,4,8,4/8/2019
1142,198,2019,4,9,4/9/2019
1143,227,2019,4,10,4/10/2019
1144,186,2019,4,11,4/11/2019
1145,216,2019,4,12,4/12/2019
1146,77,2019,4,13,4/13/2019
1147,57,2019,4,14,4/14/2019
1148,200,2019,4,15,4/15/2019
1149,175,2019,4,16,4/16/2019
1150,204,2019,4,17,4/17/2019
1151,201,2019,4,18,4/18/2019
1152,195,2019,4,19,4/19/2019
1153,61,2019,4,20,4/20/2019
1154,55,2019,4,21,4/21/2019
1155,156,2019,4,22,4/22/2019
1156,208,2019,4,23,4/23/2019
1157,173,2019,4,24,4/24/2019
1158,186,2019,4,25,4/25/2019
1159,216,2019,4,26,4/26/2019
1160,73,2019,4,27,4/27/2019
1161,57,2019,4,28,4/28/2019
1162,172,2019,4,29,4/29/2019
1163,186,2019,4,30,4/30/2019
1164,188,2019,5,1,5/1/2019
1165,170,2019,5,2,5/2/2019
1166,186,2019,5,3,5/3/2019
1167,58,2019,5,4,5/4/2019
1168,78,2019,5,5,5/5/2019
1169,182,2019,5,6,5/6/2019
1170,211,2019,5,7,5/7/2019
1171,170,2019,5,8,5/8/2019
1172,158,2019,5,9,5/9/2019
1173,218,2019,5,10,5/10/2019
1174,59,2019,5,11,5/11/2019
1175,69,2019,5,12,5/12/2019
1176,172,2019,5,13,5/13/2019
1177,186,2019,5,14,5/14/2019
1178,176,2019,5,15,5/15/2019
1179,209,2019,5,16,5/16/2019
1180,181,2019,5,17,5/17/2019
1181,83,2019,5,18,5/18/2019
1182,71,2019,5,19,5/19/2019
1183,176,2019,5,20,5/20/2019
1184,208,2019,5,21,5/21/2019
1185,189,2019,5,22,5/22/2019
1186,189,2019,5,23,5/23/2019
1187,193,2019,5,24,5/24/2019
1188,51,2019,5,25,5/25/2019
1189,52,2019,5,26,5/26/2019
1190,106,2019,5,27,5/27/2019
1191,179,2019,5,28,5/28/2019
1192,209,2019,5,29,5/29/2019
1193,187,2019,5,30,5/30/2019
1194,185,2019,5,31,5/31/2019
1195,68,2019,6,1,6/1/2019
1196,67,2019,6,2,6/2/2019
1197,175,2019,6,3,6/3/2019
1198,186,2019,6,4,6/4/2019
1199,135,2019,6,5,6/5/2019
1200,166,2019,6,6,6/6/2019
1201,212,2019,6,7,6/7/2019
1202,71,2019,6,8,6/8/2019
1203,48,2019,6,9,6/9/2019
1204,180,2019,6,10,6/10/2019
1205,188,2019,6,11,6/11/2019
1206,188,2019,6,12,6/12/2019
1207,219,2019,6,13,6/13/2019
1208,176,2019,6,14,6/14/2019
1209,52,2019,6,15,6/15/2019
1210,64,2019,6,16,6/16/2019
1211,179,2019,6,17,6/17/2019
1212,196,2019,6,18,6/18/2019
1213,190,2019,6,19,6/19/2019
1214,203,2019,6,20,6/20/2019
1215,201,2019,6,21,6/21/2019
1216,61,2019,6,22,6/22/2019
1217,55,2019,6,23,6/23/2019
1218,169,2019,6,24,6/24/2019
1219,156,2019,6,25,6/25/2019
1220,182,2019,6,26,6/26/2019
1221,141,2019,6,27,6/27/2019
1222,189,2019,6,28,6/28/2019
1223,57,2019,6,29,6/29/2019
1224,60,2019,6,30,6/30/2019
1225,186,2019,7,1,7/1/2019
1226,146,2019,7,2,7/2/2019
1227,169,2019,7,3,7/3/2019
1228,96,2019,7,4,7/4/2019
1229,140,2019,7,5,7/5/2019
1230,45,2019,7,6,7/6/2019
1231,53,2019,7,7,7/7/2019
1232,175,2019,7,8,7/8/2019
1233,180,2019,7,9,7/9/2019
1234,165,2019,7,10,7/10/2019
1235,163,2019,7,11,7/11/2019
1236,187,2019,7,12,7/12/2019
1237,77,2019,7,13,7/13/2019
1238,46,2019,7,14,7/14/2019
1239,185,2019,7,15,7/15/2019
1240,174,2019,7,16,7/16/2019
1241,164,2019,7,17,7/17/2019
1242,175,2019,7,18,7/18/2019
1243,191,2019,7,19,7/19/2019
1244,72,2019,7,20,7/20/2019
1245,55,2019,7,21,7/21/2019
1246,178,2019,7,22,7/22/2019
1247,199,2019,7,23,7/23/2019
1248,195,2019,7,24,7/24/2019
1249,183,2019,7,25,7/25/2019
1250,180,2019,7,26,7/26/2019
1251,72,2019,7,27,7/27/2019
1252,57,2019,7,28,7/28/2019
1253,170,2019,7,29,7/29/2019
1254,164,2019,7,30,7/30/2019
1255,182,2019,7,31,7/31/2019
1256,185,2019,8,1,8/1/2019
1257,209,2019,8,2,8/2/2019
1258,74,2019,8,3,8/3/2019
1259,62,2019,8,4,8/4/2019
1260,157,2019,8,5,8/5/2019
1261,189,2019,8,6,8/6/2019
1262,161,2019,8,7,8/7/2019
1263,177,2019,8,8,8/8/2019
1264,187,2019,8,9,8/9/2019
1265,53,2019,8,10,8/10/2019
1266,69,2019,8,11,8/11/2019
1267,189,2019,8,12,8/12/2019
1268,190,2019,8,13,8/13/2019
1269,195,2019,8,14,8/14/2019
1270,205,2019,8,15,8/15/2019
1271,190,2019,8,16,8/16/2019
1272,65,2019,8,17,8/17/2019
1273,59,2019,8,18,8/18/2019
1274,178,2019,8,19,8/19/2019
1275,207,2019,8,20,8/20/2019
1276,209,2019,8,21,8/21/2019
1277,186,2019,8,22,8/22/2019
1278,193,2019,8,23,8/23/2019
1279,33,2019,8,25,8/25/2019
1280,197,2019,8,26,8/26/2019
1281,247,2019,8,27,8/27/2019
1282,253,2019,8,28,8/28/2019
1283,262,2019,8,29,8/29/2019
1284,254,2019,8,30,8/30/2019
1285,88,2019,8,31,8/31/2019
1286,69,2019,9,1,9/1/2019
1287,135,2019,9,2,9/2/2019
1288,266,2019,9,3,9/3/2019
1289,206,2019,9,4,9/4/2019
1290,251,2019,9,5,9/5/2019
1291,244,2019,9,6,9/6/2019
1292,104,2019,9,7,9/7/2019
1293,84,2019,9,8,9/8/2019
1294,261,2019,9,9,9/9/2019
1295,242,2019,9,10,9/10/2019
1296,273,2019,9,11,9/11/2019
1297,244,2019,9,12,9/12/2019
1298,221,2019,9,13,9/13/2019
1299,110,2019,9,14,9/14/2019
1300,94,2019,9,15,9/15/2019
1301,242,2019,9,16,9/16/2019
1302,256,2019,9,17,9/17/2019
1303,224,2019,9,18,9/18/2019
1304,82,2019,9,19,9/19/2019
1305,230,2019,9,20,9/20/2019
1306,107,2019,9,21,9/21/2019
1307,89,2019,9,22,9/22/2019
1308,250,2019,9,23,9/23/2019
1309,222,2019,9,24,9/24/2019
1310,258,2019,9,25,9/25/2019
1311,200,2019,9,26,9/26/2019
1312,258,2019,9,27,9/27/2019
1313,110,2019,9,28,9/28/2019
1314,77,2019,9,29,9/29/2019
1315,258,2019,9,30,9/30/2019
1316,250,2019,10,1,10/1/2019
1317,235,2019,10,2,10/2/2019
1318,268,2019,10,3,10/3/2019
1319,243,2019,10,4,10/4/2019
1320,110,2019,10,5,10/5/2019
1321,114,2019,10,6,10/6/2019
1322,250,2019,10,7,10/7/2019
1323,264,2019,10,8,10/8/2019
1324,253,2019,10,9,10/9/2019
1325,277,2019,10,10,10/10/2019
1326,257,2019,10,11,10/11/2019
1327,116,2019,10,12,10/12/2019
1328,110,2019,10,13,10/13/2019
1329,232,2019,10,14,10/14/2019
1330,258,2019,10,15,10/15/2019
1331,278,2019,10,16,10/16/2019
1332,283,2019,10,17,10/17/2019
1333,247,2019,10,18,10/18/2019
1334,129,2019,10,19,10/19/2019
1335,106,2019,10,20,10/20/2019
1336,296,2019,10,21,10/21/2019
1337,305,2019,10,22,10/22/2019
1338,262,2019,10,23,10/23/2019
1339,245,2019,10,24,10/24/2019
1340,286,2019,10,25,10/25/2019
1341,146,2019,10,26,10/26/2019
1342,92,2019,10,27,10/27/2019
1343,259,2019,10,28,10/28/2019
1344,296,2019,10,29,10/29/2019
1345,267,2019,10,30,10/30/2019
1346,298,2019,10,31,10/31/2019
1347,252,2019,11,1,11/1/2019
1348,117,2019,11,2,11/2/2019
1349,96,2019,11,3,11/3/2019
1350,268,2019,11,4,11/4/2019
1351,279,2019,11,5,11/5/2019
1352,308,2019,11,6,11/6/2019
1353,249,2019,11,7,11/7/2019
1354,272,2019,11,8,11/8/2019
1355,116,2019,11,9,11/9/2019
1356,102,2019,11,10,11/10/2019
1357,230,2019,11,11,11/11/2019
1358,303,2019,11,12,11/12/2019
1359,305,2019,11,13,11/13/2019
1360,178,2019,11,14,11/14/2019
1361,210,2019,11,15,11/15/2019
1362,57,2019,11,16,11/16/2019
1363,50,2019,11,17,11/17/2019
1364,188,2019,11,18,11/18/2019
1365,200,2019,11,19,11/19/2019
1366,164,2019,11,20,11/20/2019
1367,189,2019,11,21,11/21/2019
1368,191,2019,11,22,11/22/2019
1369,76,2019,11,23,11/23/2019
1370,46,2019,11,24,11/24/2019
1371,184,2019,11,25,11/25/2019
1372,175,2019,11,26,11/26/2019
1373,196,2019,11,27,11/27/2019
1374,54,2019,11,28,11/28/2019
1375,111,2019,11,29,11/29/2019
1376,67,2019,11,30,11/30/2019
1377,60,2019,12,1,12/1/2019
1378,178,2019,12,2,12/2/2019
1379,261,2019,12,3,12/3/2019
1380,320,2019,12,4,12/4/2019
1381,227,2019,12,5,12/5/2019
1382,262,2019,12,6,12/6/2019
1383,135,2019,12,7,12/7/2019
1384,119,2019,12,8,12/8/2019
1385,291,2019,12,9,12/9/2019
1386,292,2019,12,10,12/10/2019
1387,271,2019,12,11,12/11/2019
1388,268,2019,12,12,12/12/2019
1389,300,2019,12,13,12/13/2019
1390,145,2019,12,14,12/14/2019
1391,129,2019,12,15,12/15/2019
1392,254,2019,12,16,12/16/2019
1393,278,2019,12,17,12/17/2019
1394,254,2019,12,18,12/18/2019
1395,304,2019,12,19,12/19/2019
1396,251,2019,12,20,12/20/2019
1397,133,2019,12,21,12/21/2019
1398,128,2019,12,22,12/22/2019
1399,290,2019,12,23,12/23/2019
1400,154,2019,12,24,12/24/2019
1401,73,2019,12,25,12/25/2019
1402,161,2019,12,26,12/26/2019
1403,158,2019,12,27,12/27/2019
1404,153,2019,12,28,12/28/2019
1405,110,2019,12,29,12/29/2019
1406,218,2019,12,30,12/30/2019
1407,174,2019,12,31,12/31/2019
1408,93,2020,1,1,1/1/2020
1409,199,2020,1,2,1/2/2020
1410,221,2020,1,3,1/3/2020
1411,71,2020,1,4,1/4/2020
1412,77,2020,1,5,1/5/2020
1413,209,2020,1,6,1/6/2020
1414,216,2020,1,7,1/7/2020
1415,212,2020,1,8,1/8/2020
1416,236,2020,1,9,1/9/2020
1417,282,2020,1,10,1/10/2020
1418,97,2020,1,11,1/11/2020
1419,91,2020,1,12,1/12/2020
1420,253,2020,1,13,1/13/2020
1421,267,2020,1,14,1/14/2020
1422,260,2020,1,15,1/15/2020
1423,268,2020,1,16,1/16/2020
1424,265,2020,1,17,1/17/2020
1425,168,2020,1,18,1/18/2020
1426,68,2020,1,19,1/19/2020
1427,143,2020,1,20,1/20/2020
1428,212,2020,1,21,1/21/2020
1429,215,2020,1,22,1/22/2020
1430,269,2020,1,23,1/23/2020
1431,267,2020,1,24,1/24/2020
1432,109,2020,1,25,1/25/2020
1433,81,2020,1,26,1/26/2020
1434,209,2020,1,27,1/27/2020
1435,221,2020,1,28,1/28/2020
1436,194,2020,1,29,1/29/2020
1437,188,2020,1,30,1/30/2020
1438,248,2020,1,31,1/31/2020
1439,85,2020,2,1,2/1/2020
1440,105,2020,2,2,2/2/2020
1441,205,2020,2,3,2/3/2020
1442,209,2020,2,4,2/4/2020
1443,270,2020,2,5,2/5/2020
1444,316,2020,2,6,2/6/2020
1445,280,2020,2,7,2/7/2020
1446,106,2020,2,8,2/8/2020
1447,90,2020,2,9,2/9/2020
1448,233,2020,2,10,2/10/2020
1449,228,2020,2,11,2/11/2020
1450,240,2020,2,12,2/12/2020
1451,245,2020,2,13,2/13/2020
1452,299,2020,2,14,2/14/2020
1453,95,2020,2,15,2/15/2020
1454,90,2020,2,16,2/16/2020
1455,205,2020,2,17,2/17/2020
1456,252,2020,2,18,2/18/2020
1457,210,2020,2,19,2/19/2020
1458,202,2020,2,20,2/20/2020
1459,232,2020,2,21,2/21/2020
1460,118,2020,2,22,2/22/2020
1461,87,2020,2,23,2/23/2020
1462,213,2020,2,24,2/24/2020
1463,201,2020,2,25,2/25/2020
1464,222,2020,2,26,2/26/2020
1465,150,2020,2,27,2/27/2020
1466,223,2020,2,28,2/28/2020
1467,97,2020,2,29,2/29/2020
1468,74,2020,3,1,3/1/2020
1469,198,2020,3,2,3/2/2020
1470,192,2020,3,3,3/3/2020
1471,206,2020,3,4,3/4/2020
1472,208,2020,3,5,3/5/2020
1473,222,2020,3,6,3/6/2020
1474,79,2020,3,7,3/7/2020
1475,86,2020,3,8,3/8/2020
1476,191,2020,3,9,3/9/2020
1477,253,2020,3,10,3/10/2020
1478,208,2020,3,11,3/11/2020
1479,228,2020,3,12,3/12/2020
1480,237,2020,3,13,3/13/2020
1481,125,2020,3,14,3/14/2020
1482,111,2020,3,15,3/15/2020
1483,190,2020,3,16,3/16/2020
1484,136,2020,3,17,3/17/2020
1485,216,2020,3,18,3/18/2020
1486,293,2020,3,19,3/19/2020
1487,269,2020,3,20,3/20/2020
1488,111,2020,3,21,3/21/2020
1489,125,2020,3,22,3/22/2020
1490,275,2020,3,23,3/23/2020
1491,238,2020,3,24,3/24/2020
1492,194,2020,3,25,3/25/2020
1493,179,2020,3,26,3/26/2020
1494,213,2020,3,27,3/27/2020
1495,88,2020,3,28,3/28/2020
1496,64,2020,3,29,3/29/2020
1497,133,2020,3,30,3/30/2020
1498,127,2020,3,31,3/31/2020
1499,134,2020,4,1,4/1/2020
1500,196,2020,4,2,4/2/2020
1501,233,2020,4,3,4/3/2020
1502,92,2020,4,4,4/4/2020
1503,132,2020,4,5,4/5/2020
1504,303,2020,4,6,4/6/2020
1505,237,2020,4,7,4/7/2020
1506,190,2020,4,8,4/8/2020
1507,263,2020,4,9,4/9/2020
1508,243,2020,4,10,4/10/2020
1509,98,2020,4,11,4/11/2020
1510,78,2020,4,12,4/12/2020
1511,219,2020,4,13,4/13/2020
1512,177,2020,4,14,4/14/2020
1513,224,2020,4,15,4/15/2020
1514,212,2020,4,16,4/16/2020
1515,208,2020,4,17,4/17/2020
1516,102,2020,4,18,4/18/2020
1517,89,2020,4,19,4/19/2020
1518,224,2020,4,20,4/20/2020
