ID,Count,Year,Month,Day,DateFull
1519,222,2020,4,21,4/21/2020
1520,235,2020,4,22,4/22/2020
1521,232,2020,4,23,4/23/2020
1522,263,2020,4,24,4/24/2020
1523,93,2020,4,25,4/25/2020
1524,103,2020,4,26,4/26/2020
1525,208,2020,4,27,4/27/2020
1526,215,2020,4,28,4/28/2020
1527,244,2020,4,29,4/29/2020
1528,269,2020,4,30,4/30/2020
1529,289,2020,5,1,5/1/2020
1530,117,2020,5,2,5/2/2020
1531,85,2020,5,3,5/3/2020
1532,151,2020,5,5,5/5/2020
1533,158,2020,5,6,5/6/2020
1534,217,2020,5,7,5/7/2020
1535,265,2020,5,8,5/8/2020
1536,111,2020,5,9,5/9/2020
1537,87,2020,5,10,5/10/2020
1538,242,2020,5,11,5/11/2020
1539,217,2020,5,12,5/12/2020
1540,187,2020,5,13,5/13/2020
1541,216,2020,5,14,5/14/2020
1542,247,2020,5,15,5/15/2020
1543,121,2020,5,16,5/16/2020
1544,127,2020,5,17,5/17/2020
1545,258,2020,5,18,5/18/2020
1546,196,2020,5,19,5/19/2020
1547,234,2020,5,20,5/20/2020
1548,221,2020,5,21,5/21/2020
1549,296,2020,5,22,5/22/2020
1550,108,2020,5,23,5/23/2020
1551,107,2020,5,24,5/24/2020
1552,181,2020,5,25,5/25/2020
1553,246,2020,5,26,5/26/2020
1554,251,2020,5,27,5/27/2020
1555,276,2020,5,28,5/28/2020
1556,259,2020,5,29,5/29/2020
1557,107,2020,5,30,5/30/2020
1558,64,2020,5,31,5/31/2020
1559,207,2020,6,1,6/1/2020
1560,198,2020,6,2,6/2/2020
1561,230,2020,6,3,6/3/2020
1562,265,2020,6,4,6/4/2020
1563,282,2020,6,5,6/5/2020
1564,120,2020,6,6,6/6/2020
1565,91,2020,6,7,6/7/2020
1566,257,2020,6,8,6/8/2020
1567,245,2020,6,9,6/9/2020
1568,274,2020,6,10,6/10/2020
1569,279,2020,6,11,6/11/2020
1570,283,2020,6,12,6/12/2020
1571,140,2020,6,13,6/13/2020
1572,87,2020,6,14,6/14/2020
1573,284,2020,6,15,6/15/2020
1574,225,2020,6,16,6/16/2020
1575,240,2020,6,17,6/17/2020
1576,268,2020,6,18,6/18/2020
1577,302,2020,6,19,6/19/2020
1578,130,2020,6,20,6/20/2020
1579,93,2020,6,21,6/21/2020
1580,291,2020,6,22,6/22/2020
1581,282,2020,6,23,6/23/2020
1582,278,2020,6,24,6/24/2020
1583,265,2020,6,25,6/25/2020
1584,300,2020,6,26,6/26/2020
1585,135,2020,6,27,6/27/2020
1586,126,2020,6,28,6/28/2020
1587,148,2020,6,29,6/29/2020
1588,104,2020,6,30,6/30/2020
1589,98,2020,7,1,7/1/2020
1590,96,2020,7,2,7/2/2020
1591,87,2020,7,3,7/3/2020
1592,22,2020,7,4,7/4/2020
1593,24,2020,7,5,7/5/2020
1594,86,2020,7,6,7/6/2020
1595,80,2020,7,7,7/7/2020
1596,92,2020,7,8,7/8/2020
1597,62,2020,7,9,7/9/2020
1598,2,2020,7,10,7/10/2020
1599,22,2020,7,11,7/11/2020
1600,20,2020,7,12,7/12/2020
1601,81,2020,7,13,7/13/2020
1602,95,2020,7,14,7/14/2020
1603,80,2020,7,15,7/15/2020
1604,93,2020,7,16,7/16/2020
1605,99,2020,7,17,7/17/2020
1606,32,2020,7,18,7/18/2020
1607,29,2020,7,19,7/19/2020
1608,98,2020,7,20,7/20/2020
1609,99,2020,7,21,7/21/2020
1610,96,2020,7,22,7/22/2020
1611,99,2020,7,23,7/23/2020
1612,97,2020,7,24,7/24/2020
1613,44,2020,7,25,7/25/2020
1614,31,2020,7,26,7/26/2020
1615,114,2020,7,27,7/27/2020
1616,115,2020,7,28,7/28/2020
1617,99,2020,7,29,7/29/2020
1618,98,2020,7,30,7/30/2020
1619,107,2020,7,31,7/31/2020
1620,36,2020,8,1,8/1/2020
1621,27,2020,8,2,8/2/2020
1622,135,2020,8,3,8/3/2020
1623,97,2020,8,4,8/4/2020
1624,90,2020,8,5,8/5/2020
1625,110,2020,8,6,8/6/2020
1626,98,2020,8,7,8/7/2020
1627,40,2020,8,8,8/8/2020
1628,35,2020,8,9,8/9/2020
1629,79,2020,8,10,8/10/2020
1630,78,2020,8,11,8/11/2020
1631,104,2020,8,12,8/12/2020
1632,106,2020,8,13,8/13/2020
1633,108,2020,8,14,8/14/2020
1634,51,2020,8,15,8/15/2020
1635,31,2020,8,16,8/16/2020
1636,110,2020,8,17,8/17/2020
1637,95,2020,8,18,8/18/2020
1638,103,2020,8,19,8/19/2020
1639,88,2020,8,20,8/20/2020
1640,106,2020,8,21,8/21/2020
1641,34,2020,8,22,8/22/2020
1642,26,2020,8,23,8/23/2020
1643,77,2020,8,24,8/24/2020
1644,82,2020,8,25,8/25/2020
1645,99,2020,8,26,8/26/2020
1646,101,2020,8,27,8/27/2020
1647,103,2020,8,28,8/28/2020
1648,34,2020,8,29,8/29/2020
1649,36,2020,8,30,8/30/2020
1650,99,2020,8,31,8/31/2020
1651,87,2020,9,1,9/1/2020
1652,118,2020,9,2,9/2/2020
1653,116,2020,9,3,9/3/2020
1654,109,2020,9,4,9/4/2020
1655,39,2020,9,5,9/5/2020
1656,45,2020,9,6,9/6/2020
1657,77,2020,9,7,9/7/2020
1658,112,2020,9,8,9/8/2020
1659,124,2020,9,9,9/9/2020
1660,194,2020,9,10,9/10/2020
1661,220,2020,9,11,9/11/2020
1662,143,2020,9,12,9/12/2020
1663,116,2020,9,13,9/13/2020
1664,202,2020,9,14,9/14/2020
1665,220,2020,9,15,9/15/2020
1666,201,2020,9,16,9/16/2020
1667,254,2020,9,17,9/17/2020
1668,273,2020,9,18,9/18/2020
1669,170,2020,9,19,9/19/2020
1670,115,2020,9,20,9/20/2020
1671,244,2020,9,21,9/21/2020
1672,248,2020,9,22,9/22/2020
1673,265,2020,9,23,9/23/2020
1674,274,2020,9,24,9/24/2020
1675,333,2020,9,25,9/25/2020
1676,203,2020,9,26,9/26/2020
1677,161,2020,9,27,9/27/2020
1678,319,2020,9,28,9/28/2020
1679,251,2020,9,29,9/29/2020
1680,281,2020,9,30,9/30/2020
1681,247,2020,10,1,10/1/2020
1682,258,2020,10,2,10/2/2020
1683,177,2020,10,3,10/3/2020
1684,100,2020,10,4,10/4/2020
1685,201,2020,10,5,10/5/2020
1686,150,2020,10,6,10/6/2020
1687,195,2020,10,7,10/7/2020
1688,209,2020,10,8,10/8/2020
1689,252,2020,10,9,10/9/2020
1690,162,2020,10,10,10/10/2020
1691,157,2020,10,11,10/11/2020
1692,266,2020,10,12,10/12/2020
1693,258,2020,10,13,10/13/2020
1694,273,2020,10,14,10/14/2020
1695,275,2020,10,15,10/15/2020
1696,345,2020,10,16,10/16/2020
1697,244,2020,10,17,10/17/2020
1698,159,2020,10,18,10/18/2020
1699,317,2020,10,19,10/19/2020
1700,398,2020,10,20,10/20/2020
1701,357,2020,10,21,10/21/2020
1702,356,2020,10,22,10/22/2020
1703,303,2020,10,23,10/23/2020
1704,255,2020,10,24,10/24/2020
1705,240,2020,10,25,10/25/2020
1706,363,2020,10,26,10/26/2020
1707,323,2020,10,27,10/27/2020
1708,351,2020,10,28,10/28/2020
1709,471,2020,10,29,10/29/2020
1710,541,2020,10,30,10/30/2020
1711,342,2020,10,31,10/31/2020
1712,270,2020,11,1,11/1/2020
1713,367,2020,11,2,11/2/2020
1714,416,2020,11,3,11/3/2020
1715,355,2020,11,4,11/4/2020
1716,348,2020,11,5,11/5/2020
1717,367,2020,11,6,11/6/2020
1718,346,2020,11,7,11/7/2020
1719,295,2020,11,8,11/8/2020
1720,384,2020,11,9,11/9/2020
1721,445,2020,11,10,11/10/2020
1722,474,2020,11,11,11/11/2020
1723,453,2020,11,12,11/12/2020
1724,471,2020,11,13,11/13/2020
1725,346,2020,11,14,11/14/2020
1726,278,2020,11,15,11/15/2020
1727,365,2020,11,16,11/16/2020
1728,369,2020,11,17,11/17/2020
1729,440,2020,11,18,11/18/2020
1730,408,2020,11,19,11/19/2020
1731,496,2020,11,20,11/20/2020
1732,353,2020,11,21,11/21/2020
1733,241,2020,11,22,11/22/2020
1734,425,2020,11,23,11/23/2020
1735,450,2020,11,24,11/24/2020
1736,480,2020,11,25,11/25/2020
1737,331,2020,11,26,11/26/2020
1738,256,2020,11,27,11/27/2020
1739,241,2020,11,28,11/28/2020
1740,274,2020,11,29,11/29/2020
1741,420,2020,11,30,11/30/2020
1742,459,2020,12,1,12/1/2020
1743,388,2020,12,2,12/2/2020
1744,359,2020,12,3,12/3/2020
1745,95,2020,12,4,12/4/2020
1746,4,2020,12,5,12/5/2020
1747,177,2020,12,6,12/6/2020
1748,407,2020,12,7,12/7/2020
1749,463,2020,12,8,12/8/2020
1750,440,2020,12,9,12/9/2020
1751,464,2020,12,10,12/10/2020
1752,470,2020,12,11,12/11/2020
1753,375,2020,12,12,12/12/2020
1754,309,2020,12,13,12/13/2020
1755,402,2020,12,14,12/14/2020
1756,338,2020,12,15,12/15/2020
1757,455,2020,12,16,12/16/2020
1758,478,2020,12,17,12/17/2020
1759,468,2020,12,18,12/18/2020
1760,333,2020,12,19,12/19/2020
1761,265,2020,12,20,12/20/2020
1762,382,2020,12,21,12/21/2020
1763,425,2020,12,22,12/22/2020
1764,499,2020,12,23,12/23/2020
1765,494,2020,12,24,12/24/2020
1766,283,2020,12,25,12/25/2020
1767,254,2020,12,26,12/26/2020
1768,253,2020,12,27,12/27/2020
1769,423,2020,12,28,12/28/2020
1770,407,2020,12,29,12/29/2020
1771,464,2020,12,30,12/30/2020
1772,490,2020,12,31,12/31/2020
1773,274,2021,1,1,1/1/2021
1774,224,2021,1,2,1/2/2021
1775,207,2021,1,3,1/3/2021
1776,322,2021,1,4,1/4/2021
1777,290,2021,1,5,1/5/2021
1778,293,2021,1,6,1/6/2021
1779,288,2021,1,7,1/7/2021
1780,317,2021,1,8,1/8/2021
1781,221,2021,1,9,1/9/2021
1782,161,2021,1,10,1/10/2021
1783,270,2021,1,11,1/11/2021
1784,283,2021,1,12,1/12/2021
1785,315,2021,1,13,1/13/2021
1786,367,2021,1,14,1/14/2021
1787,396,2021,1,15,1/15/2021
1788,277,2021,1,16,1/16/2021
1789,202,2021,1,17,1/17/2021
1790,305,2021,1,18,1/18/2021
1791,340,2021,1,19,1/19/2021
1792,327,2021,1,20,1/20/2021
1793,394,2021,1,21,1/21/2021
1794,425,2021,1,22,1/22/2021
1795,337,2021,1,23,1/23/2021
1796,300,2021,1,24,1/24/2021
1797,402,2021,1,25,1/25/2021
1798,472,2021,1,26,1/26/2021
1799,354,2021,1,27,1/27/2021
1800,441,2021,1,28,1/28/2021
1801,467,2021,1,29,1/29/2021
1802,300,2021,1,30,1/30/2021
1803,297,2021,1,31,1/31/2021
1804,416,2021,2,1,2/1/2021
1805,377,2021,2,2,2/2/2021
1806,379,2021,2,3,2/3/2021
1807,431,2021,2,4,2/4/2021
1808,458,2021,2,5,2/5/2021
1809,360,2021,2,6,2/6/2021
1810,282,2021,2,7,2/7/2021
1811,421,2021,2,8,2/8/2021
1812,442,2021,2,9,2/9/2021
1813,375,2021,2,10,2/10/2021
1814,590,2021,2,11,2/11/2021
1815,613,2021,2,12,2/12/2021
1816,371,2021,2,13,2/13/2021
1817,320,2021,2,14,2/14/2021
1818,421,2021,2,15,2/15/2021
1819,470,2021,2,16,2/16/2021
1820,449,2021,2,17,2/17/2021
1821,573,2021,2,18,2/18/2021
1822,492,2021,2,19,2/19/2021
1823,304,2021,2,20,2/20/2021
1824,260,2021,2,21,2/21/2021
1825,416,2021,2,22,2/22/2021
1826,249,2021,2,23,2/23/2021
1827,198,2021,2,24,2/24/2021
1828,168,2021,2,25,2/25/2021
1829,178,2021,2,26,2/26/2021
1830,134,2021,2,27,2/27/2021
1831,123,2021,2,28,2/28/2021
1832,226,2021,3,1,3/1/2021
1833,214,2021,3,2,3/2/2021
1834,232,2021,3,3,3/3/2021
1835,247,2021,3,4,3/4/2021
1836,243,2021,3,5,3/5/2021
1837,163,2021,3,6,3/6/2021
1838,96,2021,3,7,3/7/2021
1839,236,2021,3,8,3/8/2021
1840,199,2021,3,9,3/9/2021
1841,224,2021,3,10,3/10/2021
1842,192,2021,3,11,3/11/2021
1843,226,2021,3,12,3/12/2021
1844,115,2021,3,13,3/13/2021
1845,86,2021,3,14,3/14/2021
1846,216,2021,3,15,3/15/2021
1847,163,2021,3,16,3/16/2021
1848,207,2021,3,17,3/17/2021
1849,231,2021,3,18,3/18/2021
1850,224,2021,3,19,3/19/2021
1851,155,2021,3,20,3/20/2021
1852,94,2021,3,21,3/21/2021
1853,216,2021,3,22,3/22/2021
1854,201,2021,3,23,3/23/2021
1855,214,2021,3,24,3/24/2021
1856,187,2021,3,25,3/25/2021
1857,202,2021,3,26,3/26/2021
1858,129,2021,3,27,3/27/2021
1859,84,2021,3,28,3/28/2021
1860,203,2021,3,29,3/29/2021
1861,204,2021,3,30,3/30/2021
1862,227,2021,3,31,3/31/2021
1863,182,2021,4,1,4/1/2021
1864,275,2021,4,2,4/2/2021
1865,164,2021,4,3,4/3/2021
1866,107,2021,4,4,4/4/2021
1867,237,2021,4,5,4/5/2021
1868,242,2021,4,6,4/6/2021
1869,204,2021,4,7,4/7/2021
1870,251,2021,4,8,4/8/2021
1871,305,2021,4,9,4/9/2021
1872,184,2021,4,10,4/10/2021
1873,132,2021,4,11,4/11/2021
1874,221,2021,4,12,4/12/2021
1875,210,2021,4,13,4/13/2021
1876,197,2021,4,14,4/14/2021
1877,248,2021,4,15,4/15/2021
1878,239,2021,4,16,4/16/2021
1879,159,2021,4,17,4/17/2021
1880,122,2021,4,18,4/18/2021
1881,248,2021,4,19,4/19/2021
1882,244,2021,4,20,4/20/2021
1883,203,2021,4,21,4/21/2021
1884,228,2021,4,22,4/22/2021
1885,261,2021,4,23,4/23/2021
1886,138,2021,4,24,4/24/2021
1887,117,2021,4,25,4/25/2021
1888,185,2021,4,26,4/26/2021
1889,224,2021,4,27,4/27/2021
1890,222,2021,4,28,4/28/2021
1891,13,2021,4,29,4/29/2021
1892,288,2021,4,30,4/30/2021
1893,164,2021,5,1,5/1/2021
1894,133,2021,5,2,5/2/2021
1895,271,2021,5,3,5/3/2021
1896,267,2021,5,4,5/4/2021
1897,281,2021,5,5,5/5/2021
1898,287,2021,5,6,5/6/2021
1899,312,2021,5,7,5/7/2021
1900,189,2021,5,8,5/8/2021
1901,123,2021,5,9,5/9/2021
1902,230,2021,5,10,5/10/2021
1903,206,2021,5,11,5/11/2021
1904,159,2021,5,12,5/12/2021
1905,168,2021,5,13,5/13/2021
1906,198,2021,5,14,5/14/2021
1907,97,2021,5,15,5/15/2021
1908,83,2021,5,16,5/16/2021
1909,160,2021,5,17,5/17/2021
1910,202,2021,5,18,5/18/2021
1911,243,2021,5,19,5/19/2021
1912,260,2021,5,20,5/20/2021
1913,313,2021,5,21,5/21/2021
1914,198,2021,5,22,5/22/2021
1915,154,2021,5,23,5/23/2021
1916,276,2021,5,24,5/24/2021
1917,252,2021,5,25,5/25/2021
1918,315,2021,5,26,5/26/2021
1919,265,2021,5,27,5/27/2021
1920,333,2021,5,28,5/28/2021
1921,169,2021,5,29,5/29/2021
1922,150,2021,5,30,5/30/2021
1923,213,2021,5,31,5/31/2021
1924,275,2021,6,1,6/1/2021
1925,303,2021,6,2,6/2/2021
1926,306,2021,6,3,6/3/2021
1927,344,2021,6,4,6/4/2021
1928,175,2021,6,5,6/5/2021
1929,156,2021,6,6,6/6/2021
1930,272,2021,6,7,6/7/2021
1931,275,2021,6,8,6/8/2021
1932,292,2021,6,9,6/9/2021
1933,303,2021,6,10,6/10/2021
1934,309,2021,6,11,6/11/2021
1935,209,2021,6,12,6/12/2021
1936,198,2021,6,13,6/13/2021
1937,295,2021,6,14,6/14/2021
1938,322,2021,6,15,6/15/2021
1939,353,2021,6,16,6/16/2021
1940,340,2021,6,17,6/17/2021
1941,416,2021,6,18,6/18/2021
1942,210,2021,6,19,6/19/2021
1943,174,2021,6,20,6/20/2021
1944,282,2021,6,21,6/21/2021
1945,319,2021,6,22,6/22/2021
1946,322,2021,6,23,6/23/2021
1947,277,2021,6,24,6/24/2021
1948,384,2021,6,25,6/25/2021
1949,248,2021,6,26,6/26/2021
1950,173,2021,6,27,6/27/2021
1951,292,2021,6,28,6/28/2021
1952,332,2021,6,29,6/29/2021
1953,331,2021,6,30,6/30/2021
1954,372,2021,7,1,7/1/2021
1955,414,2021,7,2,7/2/2021
1956,199,2021,7,3,7/3/2021
1957,158,2021,7,4,7/4/2021
1958,233,2021,7,5,7/5/2021
1959,306,2021,7,6,7/6/2021
1960,320,2021,7,7,7/7/2021
1961,297,2021,7,8,7/8/2021
1962,343,2021,7,9,7/9/2021
1963,171,2021,7,10,7/10/2021
1964,156,2021,7,11,7/11/2021
1965,287,2021,7,12,7/12/2021
1966,76,2021,7,13,7/13/2021
1967,45,2021,7,16,7/16/2021
1968,224,2021,7,17,7/17/2021
1969,153,2021,7,18,7/18/2021
1970,275,2021,7,19,7/19/2021
1971,253,2021,7,20,7/20/2021
1972,301,2021,7,21,7/21/2021
1973,326,2021,7,22,7/22/2021
1974,331,2021,7,23,7/23/2021
1975,183,2021,7,24,7/24/2021
1976,149,2021,7,25,7/25/2021
1977,330,2021,7,26,7/26/2021
1978,251,2021,7,27,7/27/2021
1979,264,2021,7,28,7/28/2021
1980,328,2021,7,29,7/29/2021
1981,364,2021,7,30,7/30/2021
1982,200,2021,7,31,7/31/2021
1983,154,2021,8,1,8/1/2021
1984,307,2021,8,2,8/2/2021
1985,313,2021,8,3,8/3/2021
1986,247,2021,8,4,8/4/2021
1987,344,2021,8,5,8/5/2021
1988,343,2021,8,6,8/6/2021
1989,227,2021,8,7,8/7/2021
1990,124,2021,8,8,8/8/2021
1991,1,2021,8,9,8/9/2021
1992,221,2021,8,10,8/10/2021
1993,315,2021,8,11,8/11/2021
1994,361,2021,8,12,8/12/2021
1995,317,2021,8,13,8/13/2021
1996,207,2021,8,14,8/14/2021
1997,153,2021,8,15,8/15/2021
1998,297,2021,8,16,8/16/2021
1999,3,2021,8,17,8/17/2021
2000,221,2021,8,18,8/18/2021
2001,368,2021,8,19,8/19/2021
2002,357,2021,8,20,8/20/2021
2003,214,2021,8,21,8/21/2021
2004,156,2021,8,22,8/22/2021
2005,326,2021,8,23,8/23/2021
2006,325,2021,8,24,8/24/2021
2007,337,2021,8,25,8/25/2021
2008,305,2021,8,26,8/26/2021
2009,364,2021,8,27,8/27/2021
2010,171,2021,8,28,8/28/2021
2011,112,2021,8,29,8/29/2021
2012,338,2021,8,30,8/30/2021
2013,330,2021,8,31,8/31/2021
2014,359,2021,9,1,9/1/2021
2015,256,2021,9,2,9/2/2021
2016,83,2021,9,3,9/3/2021
2017,194,2021,9,4,9/4/2021
2018,152,2021,9,5,9/5/2021
2019,180,2021,9,6,9/6/2021
2020,317,2021,9,7,9/7/2021
2021,410,2021,9,8,9/8/2021
2022,398,2021,9,9,9/9/2021
2023,396,2021,9,10,9/10/2021
2024,181,2021,9,11,9/11/2021
2025,147,2021,9,12,9/12/2021
2026,311,2021,9,13,9/13/2021
2027,301,2021,9,14,9/14/2021
2028,413,2021,9,15,9/15/2021
2029,352,2021,9,16,9/16/2021
2030,389,2021,9,17,9/17/2021
2031,202,2021,9,18,9/18/2021
2032,157,2021,9,19,9/19/2021
2033,348,2021,9,20,9/20/2021
2034,315,2021,9,21,9/21/2021
2035,357,2021,9,22,9/22/2021
2036,378,2021,9,23,9/23/2021
2037,436,2021,9,24,9/24/2021
2038,222,2021,9,25,9/25/2021
2039,185,2021,9,26,9/26/2021
2040,331,2021,9,27,9/27/2021
2041,366,2021,9,28,9/28/2021
2042,352,2021,9,29,9/29/2021
2043,289,2021,9,30,9/30/2021
2044,1,2021,10,3,10/3/2021
2045,204,2021,10,4,10/4/2021
2046,349,2021,10,5,10/5/2021
2047,369,2021,10,6,10/6/2021
2048,399,2021,10,7,10/7/2021
2049,420,2021,10,8,10/8/2021
2050,190,2021,10,9,10/9/2021
2051,148,2021,10,10,10/10/2021
2052,270,2021,10,11,10/11/2021
2053,277,2021,10,12,10/12/2021
2054,339,2021,10,13,10/13/2021
2055,409,2021,10,14,10/14/2021
2056,488,2021,10,15,10/15/2021
2057,217,2021,10,16,10/16/2021
2058,169,2021,10,17,10/17/2021
2059,301,2021,10,18,10/18/2021
2060,335,2021,10,19,10/19/2021
2061,385,2021,10,20,10/20/2021
2062,386,2021,10,21,10/21/2021
2063,455,2021,10,22,10/22/2021
2064,218,2021,10,23,10/23/2021
2065,227,2021,10,24,10/24/2021
2066,388,2021,10,25,10/25/2021
2067,384,2021,10,26,10/26/2021
2068,432,2021,10,27,10/27/2021
2069,300,2021,10,28,10/28/2021
2070,393,2021,10,29,10/29/2021
2071,240,2021,10,30,10/30/2021
2072,110,2021,10,31,10/31/2021
2073,253,2021,11,1,11/1/2021
2074,338,2021,11,2,11/2/2021
2075,457,2021,11,3,11/3/2021
2076,411,2021,11,4,11/4/2021
2077,435,2021,11,5,11/5/2021
2078,256,2021,11,6,11/6/2021
2079,165,2021,11,7,11/7/2021
2080,348,2021,11,8,11/8/2021
2081,367,2021,11,9,11/9/2021
2082,376,2021,11,10,11/10/2021
2083,372,2021,11,11,11/11/2021
2084,499,2021,11,12,11/12/2021
2085,263,2021,11,13,11/13/2021
2086,160,2021,11,14,11/14/2021
2087,433,2021,11,15,11/15/2021
2088,401,2021,11,16,11/16/2021
2089,418,2021,11,17,11/17/2021
2090,433,2021,11,18,11/18/2021
2091,532,2021,11,19,11/19/2021
2092,240,2021,11,20,11/20/2021
2093,183,2021,11,21,11/21/2021
2094,363,2021,11,22,11/22/2021
2095,384,2021,11,23,11/23/2021
2096,405,2021,11,24,11/24/2021
2097,171,2021,11,25,11/25/2021
2098,219,2021,11,26,11/26/2021
2099,234,2021,11,27,11/27/2021
2100,226,2021,11,28,11/28/2021
2101,373,2021,11,29,11/29/2021
2102,380,2021,11,30,11/30/2021
2103,376,2021,12,1,12/1/2021
2104,397,2021,12,2,12/2/2021
2105,557,2021,12,3,12/3/2021
2106,270,2021,12,4,12/4/2021
2107,189,2021,12,5,12/5/2021
2108,467,2021,12,6,12/6/2021
2109,492,2021,12,7,12/7/2021
2110,456,2021,12,8,12/8/2021
2111,455,2021,12,9,12/9/2021
2112,562,2021,12,10,12/10/2021
2113,305,2021,12,11,12/11/2021
2114,216,2021,12,12,12/12/2021
2115,391,2021,12,13,12/13/2021
2116,461,2021,12,14,12/14/2021
2117,462,2021,12,15,12/15/2021
2118,474,2021,12,16,12/16/2021
2119,527,2021,12,17,12/17/2021
2120,314,2021,12,18,12/18/2021
2121,178,2021,12,19,12/19/2021
2122,372,2021,12,20,12/20/2021
2123,374,2021,12,21,12/21/2021
2124,423,2021,12,22,12/22/2021
2125,498,2021,12,23,12/23/2021
2126,302,2021,12,24,12/24/2021
2127,137,2021,12,25,12/25/2021
2128,260,2021,12,26,12/26/2021
2129,332,2021,12,27,12/27/2021
2130,322,2021,12,28,12/28/2021
2131,323,2021,12,29,12/29/2021
2132,477,2021,12,30,12/30/2021
2133,327,2021,12,31,12/31/2021
2134,216,2022,1,1,1/1/2022
2135,175,2022,1,2,1/2/2022
2136,392,2022,1,3,1/3/2022
2137,331,2022,1,4,1/4/2022
2138,211,2022,1,5,1/5/2022
2139,2,2022,1,6,1/6/2022
2140,174,2022,1,8,1/8/2022
2141,164,2022,1,9,1/9/2022
2142,281,2022,1,10,1/10/2022
2143,306,2022,1,11,1/11/2022
2144,346,2022,1,12,1/12/2022
2145,385,2022,1,13,1/13/2022
2146,463,2022,1,14,1/14/2022
2147,269,2022,1,15,1/15/2022
2148,277,2022,1,16,1/16/2022
2149,288,2022,1,17,1/17/2022
2150,329,2022,1,18,1/18/2022
2151,342,2022,1,19,1/19/2022
2152,391,2022,1,20,1/20/2022
2153,377,2022,1,21,1/21/2022
2154,226,2022,1,22,1/22/2022
2155,217,2022,1,23,1/23/2022
2156,350,2022,1,24,1/24/2022
2157,380,2022,1,25,1/25/2022
2158,382,2022,1,26,1/26/2022
2159,400,2022,1,27,1/27/2022
2160,409,2022,1,28,1/28/2022
2161,223,2022,1,29,1/29/2022
2162,162,2022,1,30,1/30/2022
2163,345,2022,1,31,1/31/2022
2164,429,2022,2,1,2/1/2022
2165,495,2022,2,2,2/2/2022
2166,500,2022,2,3,2/3/2022
2167,501,2022,2,4,2/4/2022
2168,286,2022,2,5,2/5/2022
2169,183,2022,2,6,2/6/2022
2170,326,2022,2,7,2/7/2022
2171,397,2022,2,8,2/8/2022
2172,419,2022,2,9,2/9/2022
2173,439,2022,2,10,2/10/2022
2174,504,2022,2,11,2/11/2022
2175,313,2022,2,12,2/12/2022
2176,207,2022,2,13,2/13/2022
2177,424,2022,2,14,2/14/2022
2178,392,2022,2,15,2/15/2022
2179,400,2022,2,16,2/16/2022
2180,448,2022,2,17,2/17/2022
2181,518,2022,2,18,2/18/2022
2182,276,2022,2,19,2/19/2022
2183,216,2022,2,20,2/20/2022
2184,296,2022,2,21,2/21/2022
2185,402,2022,2,22,2/22/2022
2186,475,2022,2,23,2/23/2022
2187,431,2022,2,24,2/24/2022
2188,573,2022,2,25,2/25/2022
2189,232,2022,2,26,2/26/2022
2190,194,2022,2,27,2/27/2022
2191,350,2022,2,28,2/28/2022
2192,338,2022,3,1,3/1/2022
2193,391,2022,3,2,3/2/2022
2194,319,2022,3,3,3/3/2022
2195,499,2022,3,4,3/4/2022
2196,265,2022,3,5,3/5/2022
2197,237,2022,3,6,3/6/2022
2198,388,2022,3,7,3/7/2022
2199,393,2022,3,8,3/8/2022
2200,497,2022,3,9,3/9/2022
2201,515,2022,3,10,3/10/2022
2202,510,2022,3,11,3/11/2022
2203,391,2022,3,12,3/12/2022
2204,208,2022,3,13,3/13/2022
2205,370,2022,3,14,3/14/2022
2206,445,2022,3,15,3/15/2022
2207,347,2022,3,16,3/16/2022
2208,423,2022,3,17,3/17/2022
2209,509,2022,3,18,3/18/2022
2210,298,2022,3,19,3/19/2022
2211,224,2022,3,20,3/20/2022
2212,413,2022,3,21,3/21/2022
2213,387,2022,3,22,3/22/2022
2214,410,2022,3,23,3/23/2022
2215,311,2022,3,24,3/24/2022
2216,22,2022,3,31,3/31/2022
2217,547,2022,4,1,4/1/2022
2218,279,2022,4,2,4/2/2022
2219,191,2022,4,3,4/3/2022
2220,425,2022,4,4,4/4/2022
2221,439,2022,4,5,4/5/2022
2222,470,2022,4,6,4/6/2022
2223,447,2022,4,7,4/7/2022
2224,522,2022,4,8,4/8/2022
2225,329,2022,4,9,4/9/2022
2226,253,2022,4,10,4/10/2022
2227,450,2022,4,11,4/11/2022
2228,485,2022,4,12,4/12/2022
2229,522,2022,4,13,4/13/2022
2230,477,2022,4,14,4/14/2022
2231,491,2022,4,15,4/15/2022
2232,261,2022,4,16,4/16/2022
2233,204,2022,4,17,4/17/2022
2234,458,2022,4,18,4/18/2022
2235,515,2022,4,19,4/19/2022
2236,500,2022,4,20,4/20/2022
2237,494,2022,4,21,4/21/2022
2238,542,2022,4,22,4/22/2022
2239,368,2022,4,23,4/23/2022
2240,236,2022,4,24,4/24/2022
2241,476,2022,4,25,4/25/2022
2242,418,2022,4,26,4/26/2022
2243,462,2022,4,27,4/27/2022
2244,496,2022,4,28,4/28/2022
2245,575,2022,4,29,4/29/2022
2246,342,2022,4,30,4/30/2022
2247,270,2022,5,1,5/1/2022
2248,509,2022,5,2,5/2/2022
2249,544,2022,5,3,5/3/2022
2250,550,2022,5,4,5/4/2022
2251,424,2022,5,5,5/5/2022
2252,1,2022,5,6,5/6/2022
2253,1,2022,5,9,5/9/2022
